url,label
https://drive.google.com/uc?export=view&id=1gzNrDvDs1RVP5I4JehKrKXHcABmtIiBO,Dresses
https://drive.google.com/uc?export=view&id=1AQytOIy5GJHZBLXFeROTH6Bd5HcQS0db,Dresses
https://drive.google.com/uc?export=view&id=1m-YRaul71tOn04DVU6bMrmLK8KrPTynf,Dresses
https://drive.google.com/uc?export=view&id=1EcWvqrhWt6Js20GVq0IzAg-eKwMphbBt,Dresses
https://drive.google.com/uc?export=view&id=1zCanJQyiFjdsa_pKs3xFvcDFXFuN5FCM,Dresses
https://drive.google.com/uc?export=view&id=1_xR_RHZmHLeSQvMFoWqrF5dGtWdZETnZ,Dresses
https://drive.google.com/uc?export=view&id=1BH4CxVOoEr07f_cQNGzKqdRunSzlSNJE,Dresses
https://drive.google.com/uc?export=view&id=1-4dRicLtDPGRgPpDHuCq3dgvDyIAhlcF,Dresses
https://drive.google.com/uc?export=view&id=1xd2OgOVD7PoDs6g2gAl9UmTDj_AVQG2x,Dresses
https://drive.google.com/uc?export=view&id=1Xsd2LrYhme3wRKAH657DzN7TmFjbhxqq,Dresses
https://drive.google.com/uc?export=view&id=1wq4bzhlgzf03F0ycnWcpqRmASnLhzVdf,Dresses
https://drive.google.com/uc?export=view&id=1aNm50xfljFNtp5E0xaaqNoPlbq_792zD,Dresses
https://drive.google.com/uc?export=view&id=1qy-4T5TYH7D03okDCHkDimTSLQu6gwv1,Dresses
https://drive.google.com/uc?export=view&id=1rAM0oSLIMxqa7oTtcFv1AWmBjL8HPURi,Dresses
https://drive.google.com/uc?export=view&id=1Fx8CtPzEBuHhMy1fwCBa3JY8oEwQvqZ5,Dresses
https://drive.google.com/uc?export=view&id=14z6p77oSwGV2OMn6L7bW_nXRxl-wQduG,Dresses
https://drive.google.com/uc?export=view&id=1g61XLR_aqnuFLntFMoGBqPZBaKFx0VL8,Dresses
https://drive.google.com/uc?export=view&id=1_1qP2iVrg22IOFGSWmNrwbZmsElQ0v5o,Dresses
https://drive.google.com/uc?export=view&id=1IN7S9A5Fa2RlSL-OKAmkEPV5m4F6wkcN,Dresses
https://drive.google.com/uc?export=view&id=1ywKWwS7iCY0_BAjRoAD0T_OQuwMpJfkz,Dresses
https://drive.google.com/uc?export=view&id=1Q-fecy9jdule94_kpXObc1Tl2zq3u0aB,Dresses
https://drive.google.com/uc?export=view&id=1O1MjKR0K6hV913FWS0Ax1xvXS1Wu9dB1,Dresses
https://drive.google.com/uc?export=view&id=14TwkCjZii_B0f9Lp2sFxbInGTEiXmYT9,Dresses
https://drive.google.com/uc?export=view&id=1NDlY9ZL3ArybsitfcPlq4ogMD_9Si4TM,Dresses
https://drive.google.com/uc?export=view&id=1x9a2hTdh765WV-trKXRTOy5asWxq7Str,Dresses
https://drive.google.com/uc?export=view&id=1gN6oSyW-HhtiBB18xYNi0g9QTZlC5IrT,Dresses
https://drive.google.com/uc?export=view&id=1n_PM4fQlXW20hMt5yl84so7Tm2JwM8Nb,Dresses
https://drive.google.com/uc?export=view&id=1d802X0HnnwgrF5RQBcE8FyyuRU9auOIU,Dresses
https://drive.google.com/uc?export=view&id=1sOxgoL2-yOWQBx56efNNtVPWfKZ60HpW,Dresses
https://drive.google.com/uc?export=view&id=1-NCUcC4ZVEuAx-SK43zUAUE9a7RZlib9,Dresses
https://drive.google.com/uc?export=view&id=1fDoqezoAbMY_zBf9gbwpgnGi5a059yD4,Dresses
https://drive.google.com/uc?export=view&id=11Lxk39XmxzSQ631kahqbgb3H0rAgSWSX,Dresses
https://drive.google.com/uc?export=view&id=1j3R9IN8uyXyoZz-wtfFJLhNDfSGnADvh,Dresses
https://drive.google.com/uc?export=view&id=1MpVVQYPpQiRICHTmFZwbG4DhZOcEaPtU,Dresses
https://drive.google.com/uc?export=view&id=1j9C42iEHNfa0E3eh1838SfzH9bHUOrUC,Dresses
https://drive.google.com/uc?export=view&id=1rCHHBnqMstuXyv7ICP58bCKIcoqt3764,Dresses
https://drive.google.com/uc?export=view&id=1FmHXPsYOjDhxpBLI5oXHL_kXeEkKKPfF,Dresses
https://drive.google.com/uc?export=view&id=1Md4TfPIf0xV0IcW3REwnX4U89IpHmBNd,Dresses
https://drive.google.com/uc?export=view&id=1LdmOJHyQeDm64Bbeoc-5rjlL3o2VTh9P,Dresses
https://drive.google.com/uc?export=view&id=17HmQHp0M4Nh-2QDzoDqigFFnqKlBiOF0,Dresses
https://drive.google.com/uc?export=view&id=1oCHUorOAVsL2oYIXSrJDfOY36j0Ul2xE,Dresses
https://drive.google.com/uc?export=view&id=1_vpNmKF8PKIOFYSPzHj0e10WXgjd_L3I,Dresses
https://drive.google.com/uc?export=view&id=1nE81_umd0pMU8XYoBSTOQYbCS08q5hUL,Dresses
https://drive.google.com/uc?export=view&id=1s0opIdC3ITK6lCm1MpyeuIqU_81yCZR4,Dresses
https://drive.google.com/uc?export=view&id=1VLTrrGqj79po4OuHmGho_HttQe4KwJnE,Dresses
https://drive.google.com/uc?export=view&id=1ULHJylbioxUMGdXtycrxZT5bnvKRX0Bu,Dresses
https://drive.google.com/uc?export=view&id=1yLy_jAgM37eVh13N-L36cbt6PHgaSA-m,Dresses
https://drive.google.com/uc?export=view&id=1m0d5oCInXcmSXU4ardQsrOabttz65Lsz,Dresses
https://drive.google.com/uc?export=view&id=1-Cm6yIwKBUAqE7mp6zPlEdgsoY8E3VYu,Dresses
https://drive.google.com/uc?export=view&id=1OS7ENWDxao1hAWfKPpyJH5CTKMV1fR4p,Dresses
https://drive.google.com/uc?export=view&id=1XUSePhD4eMwHzpCiisidVMRbIluA5h6Z,Dresses
https://drive.google.com/uc?export=view&id=1IlpH9QgBAFn3mgHDkCvF095uqdRGqv39,Dresses
https://drive.google.com/uc?export=view&id=1uWhbI29lxQBXpPIXLv3bguTicef9BXK_,Dresses
https://drive.google.com/uc?export=view&id=1wZbp5siU8JGvzgVI5EvhXwYPRSyLE6qp,Dresses
https://drive.google.com/uc?export=view&id=1VkPDgqCRr3g0RGqLoYfFJ_tMmUUoAlsB,Dresses
https://drive.google.com/uc?export=view&id=1BploUoeynDpaWOHRf7mRHwLO2gSIvuS-,Dresses
https://drive.google.com/uc?export=view&id=1PWHPmPZy6PrviigtiNUgx_a-uH0LMSYm,Dresses
https://drive.google.com/uc?export=view&id=150oTFs8q_HcRtrJ2_toeXBKPDWLqHs3_,Dresses
https://drive.google.com/uc?export=view&id=1lpcd1kvzEkMh4VB6lbwAVq2623BRW_79,Dresses
https://drive.google.com/uc?export=view&id=1YsJoy1q9qAFwNM97zVHL4G9Duy-wtJPd,Dresses
https://drive.google.com/uc?export=view&id=1qGu49sT5_ZYYFMNLhLK6dvtkiJKRpfsV,Dresses
https://drive.google.com/uc?export=view&id=1ehyqIk13iTGQK6MfO_1Psysp02kqTbYk,Dresses
https://drive.google.com/uc?export=view&id=1JU4GjorzU0z0-kNj5HLEg2BHYPVdD964,Dresses
https://drive.google.com/uc?export=view&id=1Gg_t-pSmamGBlpRSZJdxV5RVxGD5jTlV,Dresses
https://drive.google.com/uc?export=view&id=1oymW5THRI-Kz5VEnSUCQzFKFiqbPHxyn,Dresses
https://drive.google.com/uc?export=view&id=1YWXzxzzI0xVSEArSnp3vQyqbLuNtbRPv,Dresses
https://drive.google.com/uc?export=view&id=1CDd-5n4nw9F-Vo2LqMRWcE8DQOLyyj59,Dresses
https://drive.google.com/uc?export=view&id=16s-DOFji7LW1jjrTb24dvt3DxhggJjEt,Dresses
https://drive.google.com/uc?export=view&id=1sk8Rtmsgqpbm9viDxUCGhxKSg8AS4fnp,Dresses
https://drive.google.com/uc?export=view&id=1MrbCYfZUsHXrs3wK92DWY7KGw6mnCrZU,Dresses
https://drive.google.com/uc?export=view&id=1wJCuozwTLIpSkfHZ70FoRyouxsrjVrsw,Dresses
https://drive.google.com/uc?export=view&id=17fN_Hc86s5HcmyyrKo76R97MyShnHE5t,Dresses
https://drive.google.com/uc?export=view&id=1XACgplgo9n0DUDDIsO0g7skGc_ZblG54,Dresses
https://drive.google.com/uc?export=view&id=1ckgxKywMZEpuLMZur86AJb4LxdOQDGfw,Dresses
https://drive.google.com/uc?export=view&id=1tPZ7_NZEw3t5T88FyGMTTt1G6_XNTCv5,Dresses
https://drive.google.com/uc?export=view&id=1V1g5FG0E8Y6Ty-hWHElDr-7KGF16QNh4,Dresses
https://drive.google.com/uc?export=view&id=1wC-1IlYaGm4_tKG8Obr9lXsXJm3Z4PJl,Dresses
https://drive.google.com/uc?export=view&id=1rukw0TeCA_iiId0YvQ9ulxE-FOe_nref,Dresses
https://drive.google.com/uc?export=view&id=1B10_HJvF9cuVyKU4iV_lHqhjrYegWs6t,Dresses
https://drive.google.com/uc?export=view&id=1dUbMXShAmGsxoTwKujUJW6mUaG_v06_s,Dresses
